HGNC ID	Approved symbol	Approved name	Ensembl gene ID	UniProt accession
HGNC:15766	ADNP	activity dependent neuroprotector homeobox	ENSG00000101126	Q9H2P0
HGNC:23803	ADNP2	ADNP homeobox 2	ENSG00000101544	Q6IQ32
HGNC:23506	ADO	2-aminoethanethiol dioxygenase	ENSG00000181915	Q96SZ5
HGNC:25250	ADPGK	ADP dependent glucokinase	ENSG00000159322	Q9BRR6
HGNC:269	ADPRH	ADP-ribosylarginine hydrolase	ENSG00000144843	P54922
HGNC:21303	ADPRHL1	ADP-ribosylhydrolase like 1	ENSG00000153531	Q8NDY3
HGNC:21304	ADPRHL2	ADP-ribosylhydrolase like 2	ENSG00000116863	Q9NX46
HGNC:30925	ADPRM	ADP-ribose/CDP-alcohol diphosphatase, manganese dependent	ENSG00000170222	Q3LIE5
HGNC:277	ADRA1A	adrenoceptor alpha 1A	ENSG00000120907	P35348
HGNC:280	ADRA1D	adrenoceptor alpha 1D	ENSG00000171873	P25100
HGNC:282	ADRA2B	adrenoceptor alpha 2B	ENSG00000274286	P18089
HGNC:283	ADRA2C	adrenoceptor alpha 2C	ENSG00000184160	P18825
HGNC:285	ADRB1	adrenoceptor beta 1	ENSG00000043591	P08588
HGNC:286	ADRB2	adrenoceptor beta 2	ENSG00000169252	P07550
HGNC:15759	ADRM1	adhesion regulating molecule 1	ENSG00000130706	Q16186
HGNC:291	ADSL	adenylosuccinate lyase	ENSG00000239900	P30566
HGNC:292	ADSS	adenylosuccinate synthase	ENSG00000035687	P30520
HGNC:21214	ADTRP	androgen dependent TFPI regulating protein	ENSG00000111863	Q96IZ2
HGNC:303	AEBP1	AE binding protein 1	ENSG00000106624	Q8IUX7
HGNC:24051	AEBP2	AE binding protein 2	ENSG00000139154	Q6ZN18
HGNC:24017	AFAP1	actin filament associated protein 1	ENSG00000196526	Q8N556
HGNC:25901	AFAP1L2	actin filament associated protein 1 like 2	ENSG00000169129	Q8N4X5
HGNC:7137	AFDN	afadin, adherens junction formation factor	ENSG00000130396	P55196
HGNC:3776	AFF2	AF4/FMR2 family member 2	ENSG00000155966	P51816
HGNC:6473	AFF3	AF4/FMR2 family member 3	ENSG00000144218	P51826
HGNC:17869	AFF4	AF4/FMR2 family member 4	ENSG00000072364	Q9UHB7
HGNC:16411	AFG1L	AFG1 like ATPase	ENSG00000135537	Q8WV93
HGNC:315	AFG3L2	AFG3 like matrix AAA peptidase subunit 2	ENSG00000141385	Q9Y4W6
HGNC:316	AFM	afamin	ENSG00000079557	P43652
HGNC:20910	AFMID	arylformamidase	ENSG00000183077	Q63HM1
HGNC:317	AFP	alpha fetoprotein	ENSG00000081051	P02771
HGNC:25951	AFTPH	aftiphilin	ENSG00000119844	Q6ULP2
HGNC:318	AGA	aspartylglucosaminidase	ENSG00000038002	P20933
HGNC:16922	AGAP1	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1	ENSG00000157985	Q9UPQ3
HGNC:16921	AGAP2	ArfGAP with GTPase domain, ankyrin repeat and PH domain 2	ENSG00000135439	Q99490
HGNC:16923	AGAP3	ArfGAP with GTPase domain, ankyrin repeat and PH domain 3	ENSG00000133612	Q96P47
HGNC:23459	AGAP4	ArfGAP with GTPase domain, ankyrin repeat and PH domain 4	ENSG00000188234	Q96P64
HGNC:23467	AGAP5	ArfGAP with GTPase domain, ankyrin repeat and PH domain 5	ENSG00000172650	A6NIR3
HGNC:23466	AGAP6	ArfGAP with GTPase domain, ankyrin repeat and PH domain 6	ENSG00000204149	Q5VW22
HGNC:23463	AGAP9	ArfGAP with GTPase domain, ankyrin repeat and PH domain 9	ENSG00000204172	Q5VTM2
HGNC:23660	AGAP14P	ArfGAP with GTPase domain, ankyrin repeat and PH domain 14, pseudogene	ENSG00000279058	
HGNC:26296	AGBL2	ATP/GTP binding protein like 2	ENSG00000165923	Q5U5Z8
HGNC:27981	AGBL3	ATP/GTP binding protein like 3	ENSG00000146856	Q8NEM8
HGNC:25892	AGBL4	ATP/GTP binding protein like 4	ENSG00000186094	Q5VU57
HGNC:26147	AGBL5	ATP/GTP binding protein like 5	ENSG00000084693	Q8NDL9
HGNC:320	AGER	advanced glycosylation end-product specific receptor	ENSG00000204305	Q15109
HGNC:5175	AGFG1	ArfGAP with FG repeats 1	ENSG00000173744	P52594
HGNC:5177	AGFG2	ArfGAP with FG repeats 2	ENSG00000106351	O95081
HGNC:24684	AGGF1	angiogenic factor with G-patch and FHA domains 1	ENSG00000164252	Q8N302
HGNC:21869	AGK	acylglycerol kinase	ENSG00000006530	Q53H12
HGNC:321	AGL	amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase	ENSG00000162688	P35573
HGNC:18407	AGMAT	agmatinase	ENSG00000116771	Q9BSE5
HGNC:3263	AGO2	argonaute RISC catalytic component 2	ENSG00000123908	Q9UKV8
HGNC:18421	AGO3	argonaute RISC catalytic component 3	ENSG00000126070	Q9H9G7
HGNC:18424	AGO4	argonaute RISC component 4	ENSG00000134698	Q9HCK5
HGNC:324	AGPAT1	1-acylglycerol-3-phosphate O-acyltransferase 1	ENSG00000204310	Q99943
HGNC:325	AGPAT2	1-acylglycerol-3-phosphate O-acyltransferase 2	ENSG00000169692	O15120
HGNC:20885	AGPAT4	1-acylglycerol-3-phosphate O-acyltransferase 4	ENSG00000026652	Q9NRZ5
HGNC:20886	AGPAT5	1-acylglycerol-3-phosphate O-acyltransferase 5	ENSG00000155189	Q9NUQ2
HGNC:327	AGPS	alkylglycerone phosphate synthase	ENSG00000018510	O00116
HGNC:328	AGR2	anterior gradient 2, protein disulphide isomerase family member	ENSG00000106541	O95994
HGNC:24167	AGR3	anterior gradient 3, protein disulphide isomerase family member	ENSG00000173467	Q8TD06
HGNC:329	AGRN	agrin	ENSG00000188157	O00468
HGNC:330	AGRP	agouti related neuropeptide	ENSG00000159723	O00253
HGNC:333	AGT	angiotensinogen	ENSG00000135744	P01019
HGNC:17258	AGTPBP1	ATP/GTP binding protein 1	ENSG00000135049	Q9UPW5
HGNC:336	AGTR1	angiotensin II receptor type 1	ENSG00000144891	P30556
HGNC:13539	AGTRAP	angiotensin II receptor associated protein	ENSG00000177674	Q6RW13
HGNC:341	AGXT	alanine--glyoxylate and serine--pyruvate aminotransferase	ENSG00000172482	P21549
HGNC:14412	AGXT2	alanine--glyoxylate aminotransferase 2	ENSG00000113492	Q9BYV1
HGNC:24618	AHCTF1	AT-hook containing transcription factor 1	ENSG00000153207	Q8WYP5
HGNC:343	AHCY	adenosylhomocysteinase	ENSG00000101444	P23526
HGNC:344	AHCYL1	adenosylhomocysteinase like 1	ENSG00000168710	O43865
HGNC:22204	AHCYL2	adenosylhomocysteinase like 2	ENSG00000158467	Q96HN2
HGNC:25230	AHDC1	AT-hook DNA binding motif containing 1	ENSG00000126705	Q5TGY3
HGNC:21575	AHI1	Abelson helper integration site 1	ENSG00000135541	Q8N157
HGNC:347	AHNAK	AHNAK nucleoprotein	ENSG00000124942	Q09666
HGNC:20125	AHNAK2	AHNAK nucleoprotein 2	ENSG00000185567	Q8IVF2
HGNC:348	AHR	aryl hydrocarbon receptor	ENSG00000106546	P35869
HGNC:1189	AHSA1	activator of HSP90 ATPase activity 1	ENSG00000100591	O95433
HGNC:20437	AHSA2P	activator of HSP90 ATPase homolog 2, pseudogene	ENSG00000173209	Q719I0
HGNC:349	AHSG	alpha 2-HS glycoprotein	ENSG00000145192	P02765
HGNC:18075	AHSP	alpha hemoglobin stabilizing protein	ENSG00000169877	Q9NZD4
HGNC:25761	AIDA	axin interactor, dorsalization associated	ENSG00000186063	Q96BJ3
HGNC:352	AIF1	allograft inflammatory factor 1	ENSG00000204472	P55008
HGNC:28904	AIF1L	allograft inflammatory factor 1 like	ENSG00000126878	Q9BQI0
HGNC:8768	AIFM1	apoptosis inducing factor mitochondria associated 1	ENSG00000156709	O95831
HGNC:21411	AIFM2	apoptosis inducing factor mitochondria associated 2	ENSG00000042286	Q9BRQ8
HGNC:21607	AIG1	androgen induced 1	ENSG00000146416	Q9NVV5
HGNC:357	AIM2	absent in melanoma 2	ENSG00000163568	O14862
HGNC:10648	AIMP1	aminoacyl tRNA synthetase complex interacting multifunctional protein 1	ENSG00000164022	Q12904
HGNC:20609	AIMP2	aminoacyl tRNA synthetase complex interacting multifunctional protein 2	ENSG00000106305	Q13155
HGNC:358	AIP	aryl hydrocarbon receptor interacting protein	ENSG00000110711	O00170
HGNC:359	AIPL1	aryl hydrocarbon receptor interacting protein like 1	ENSG00000129221	Q9NZN9
HGNC:360	AIRE	autoimmune regulator	ENSG00000160224	O43918
HGNC:37284	AJM1	apical junction component 1 homolog	ENSG00000232434	C9J069
HGNC:20250	AJUBA	ajuba LIM protein	ENSG00000129474	Q96IF1
HGNC:361	AK1	adenylate kinase 1	ENSG00000106992	P00568
HGNC:362	AK2	adenylate kinase 2	ENSG00000004455	P54819
HGNC:17376	AK3	adenylate kinase 3	ENSG00000147853	Q9UIJ7
HGNC:363	AK4	adenylate kinase 4	ENSG00000162433	P27144
HGNC:365	AK5	adenylate kinase 5	ENSG00000154027	Q9Y6K8
HGNC:49151	AK6	adenylate kinase 6	ENSG00000085231	Q9Y3D8
HGNC:20091	AK7	adenylate kinase 7	ENSG00000140057	Q96M32
HGNC:26526	AK8	adenylate kinase 8	ENSG00000165695	Q96MA6
HGNC:33814	AK9	adenylate kinase 9	ENSG00000155085	Q5TCS8
HGNC:28285	AKAIN1	A-kinase anchor inhibitor 1	ENSG00000231824	P0CW23
HGNC:367	AKAP1	A-kinase anchoring protein 1	ENSG00000121057	Q92667
HGNC:373	AKAP3	A-kinase anchoring protein 3	ENSG00000111254	O75969
HGNC:374	AKAP4	A-kinase anchoring protein 4	ENSG00000147081	Q5JQC9
HGNC:375	AKAP5	A-kinase anchoring protein 5	ENSG00000179841	P24588
HGNC:376	AKAP6	A-kinase anchoring protein 6	ENSG00000151320	Q13023
HGNC:377	AKAP7	A-kinase anchoring protein 7	ENSG00000118507	O43687
HGNC:377	AKAP7	A-kinase anchoring protein 7	ENSG00000118507	Q9P0M2
HGNC:378	AKAP8	A-kinase anchoring protein 8	ENSG00000105127	O43823
HGNC:29857	AKAP8L	A-kinase anchoring protein 8 like	ENSG00000011243	Q9ULX6
HGNC:379	AKAP9	A-kinase anchoring protein 9	ENSG00000127914	Q99996
HGNC:368	AKAP10	A-kinase anchoring protein 10	ENSG00000108599	O43572
HGNC:369	AKAP11	A-kinase anchoring protein 11	ENSG00000023516	Q9UKA4
HGNC:370	AKAP12	A-kinase anchoring protein 12	ENSG00000131016	Q02952
HGNC:371	AKAP13	A-kinase anchoring protein 13	ENSG00000170776	Q12802
HGNC:24061	AKAP14	A-kinase anchoring protein 14	ENSG00000186471	Q86UN6
HGNC:18783	AKAP17A	A-kinase anchoring protein 17A	ENSG00000197976	Q02040
HGNC:25744	AKIRIN1	akirin 1	ENSG00000174574	Q9H9L7
HGNC:28398	AKNAD1	AKNA domain containing 1	ENSG00000162641	Q5T1N1
HGNC:380	AKR1A1	aldo-keto reductase family 1 member A1	ENSG00000117448	P14550
HGNC:381	AKR1B1	aldo-keto reductase family 1 member B	ENSG00000085662	P15121
HGNC:382	AKR1B10	aldo-keto reductase family 1 member B10	ENSG00000198074	O60218
HGNC:37281	AKR1B15	aldo-keto reductase family 1 member B15	ENSG00000227471	C9JRZ8
HGNC:384	AKR1C1	aldo-keto reductase family 1 member C1	ENSG00000187134	Q04828
HGNC:385	AKR1C2	aldo-keto reductase family 1 member C2	ENSG00000151632	P52895
HGNC:386	AKR1C3	aldo-keto reductase family 1 member C3	ENSG00000196139	P42330
HGNC:387	AKR1C4	aldo-keto reductase family 1 member C4	ENSG00000198610	P17516
HGNC:388	AKR1D1	aldo-keto reductase family 1 member D1	ENSG00000122787	P51857
HGNC:23437	AKR1E2	aldo-keto reductase family 1 member E2	ENSG00000165568	Q96JD6
HGNC:389	AKR7A2	aldo-keto reductase family 7 member A2	ENSG00000053371	O43488
HGNC:391	AKT1	AKT serine/threonine kinase 1	ENSG00000142208	P31749
HGNC:28426	AKT1S1	AKT1 substrate 1	ENSG00000204673	Q96B36
HGNC:392	AKT2	AKT serine/threonine kinase 2	ENSG00000105221	P31751
HGNC:393	AKT3	AKT serine/threonine kinase 3	ENSG00000117020	Q9Y243
HGNC:16710	AKTIP	AKT interacting protein	ENSG00000166971	Q9H8T0
HGNC:395	ALAD	aminolevulinate dehydratase	ENSG00000148218	P13716
HGNC:396	ALAS1	5'-aminolevulinate synthase 1	ENSG00000023330	P13196
HGNC:397	ALAS2	5'-aminolevulinate synthase 2	ENSG00000158578	P22557
HGNC:399	ALB	albumin	ENSG00000163631	P02768
HGNC:400	ALCAM	activated leukocyte cell adhesion molecule	ENSG00000170017	Q13740
HGNC:402	ALDH1A1	aldehyde dehydrogenase 1 family member A1	ENSG00000165092	P00352
HGNC:15472	ALDH1A2	aldehyde dehydrogenase 1 family member A2	ENSG00000128918	O94788
HGNC:409	ALDH1A3	aldehyde dehydrogenase 1 family member A3	ENSG00000184254	P47895
HGNC:407	ALDH1B1	aldehyde dehydrogenase 1 family member B1	ENSG00000137124	P30837
HGNC:3978	ALDH1L1	aldehyde dehydrogenase 1 family member L1	ENSG00000144908	O75891
HGNC:26777	ALDH1L2	aldehyde dehydrogenase 1 family member L2	ENSG00000136010	Q3SY69
HGNC:404	ALDH2	aldehyde dehydrogenase 2 family member	ENSG00000111275	P05091
HGNC:405	ALDH3A1	aldehyde dehydrogenase 3 family member A1	ENSG00000108602	P30838
HGNC:403	ALDH3A2	aldehyde dehydrogenase 3 family member A2	ENSG00000072210	P51648
HGNC:410	ALDH3B1	aldehyde dehydrogenase 3 family member B1	ENSG00000006534	P43353
HGNC:411	ALDH3B2	aldehyde dehydrogenase 3 family member B2	ENSG00000132746	P48448
HGNC:406	ALDH4A1	aldehyde dehydrogenase 4 family member A1	ENSG00000159423	P30038
HGNC:408	ALDH5A1	aldehyde dehydrogenase 5 family member A1	ENSG00000112294	P51649
HGNC:7179	ALDH6A1	aldehyde dehydrogenase 6 family member A1	ENSG00000119711	Q02252
HGNC:877	ALDH7A1	aldehyde dehydrogenase 7 family member A1	ENSG00000164904	P49419
HGNC:15471	ALDH8A1	aldehyde dehydrogenase 8 family member A1	ENSG00000118514	Q9H2A2
HGNC:412	ALDH9A1	aldehyde dehydrogenase 9 family member A1	ENSG00000143149	P49189
HGNC:28114	ALDH16A1	aldehyde dehydrogenase 16 family member A1	ENSG00000161618	Q8IZ83
HGNC:9722	ALDH18A1	aldehyde dehydrogenase 18 family member A1	ENSG00000059573	P54886
HGNC:414	ALDOA	aldolase, fructose-bisphosphate A	ENSG00000149925	P04075
HGNC:417	ALDOB	aldolase, fructose-bisphosphate B	ENSG00000136872	P05062
HGNC:418	ALDOC	aldolase, fructose-bisphosphate C	ENSG00000109107	P09972
HGNC:18294	ALG1	ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase	ENSG00000033011	Q9BT22
HGNC:33721	ALG1L	ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase like	ENSG00000189366	Q6GMV1
HGNC:37258	ALG1L2	ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase like 2	ENSG00000251287	C9J202
HGNC:23159	ALG2	ALG2 alpha-1,3/1,6-mannosyltransferase	ENSG00000119523	Q9H553
HGNC:23056	ALG3	ALG3 alpha-1,3- mannosyltransferase	ENSG00000214160	Q92685
HGNC:20266	ALG5	ALG5 dolichyl-phosphate beta-glucosyltransferase	ENSG00000120697	Q9Y673
HGNC:23161	ALG8	ALG8 alpha-1,3-glucosyltransferase	ENSG00000159063	Q9BVK2
HGNC:15672	ALG9	ALG9 alpha-1,2-mannosyltransferase	ENSG00000086848	Q9H6U8
HGNC:23162	ALG10	ALG10 alpha-1,2-glucosyltransferase	ENSG00000139133	Q5BKT4
HGNC:31088	ALG10B	ALG10 alpha-1,2-glucosyltransferase B	ENSG00000175548	Q5I7T1
HGNC:32456	ALG11	ALG11 alpha-1,2-mannosyltransferase	ENSG00000253710	Q2TAA5
HGNC:19358	ALG12	ALG12 alpha-1,6-mannosyltransferase	ENSG00000182858	Q9BV10
HGNC:30881	ALG13	ALG13 UDP-N-acetylglucosaminyltransferase subunit	ENSG00000101901	Q9NP73
HGNC:28287	ALG14	ALG14 UDP-N-acetylglucosaminyltransferase subunit	ENSG00000172339	Q96F25
HGNC:427	ALK	ALK receptor tyrosine kinase	ENSG00000171094	Q9UM73
HGNC:33775	ALKAL1	ALK and LTK ligand 1	ENSG00000196711	Q6UXT8
HGNC:17911	ALKBH1	alkB homolog 1, histone H2A dioxygenase	ENSG00000100601	Q13686
HGNC:32487	ALKBH2	alkB homolog 2, alpha-ketoglutarate dependent dioxygenase	ENSG00000189046	Q6NS38
HGNC:30141	ALKBH3	alkB homolog 3, alpha-ketoglutaratedependent dioxygenase	ENSG00000166199	Q96Q83
HGNC:21900	ALKBH4	alkB homolog 4, lysine demethylase	ENSG00000160993	Q9NXW9
HGNC:25996	ALKBH5	alkB homolog 5, RNA demethylase	ENSG00000091542	Q6P6C2
HGNC:21306	ALKBH7	alkB homolog 7	ENSG00000125652	Q9BT30
HGNC:25189	ALKBH8	alkB homolog 8, tRNA methyltransferase	ENSG00000137760	Q96BT7
HGNC:428	ALMS1	ALMS1 centrosome and basal body associated protein	ENSG00000116127	Q8TCU4
HGNC:435	ALOX5	arachidonate 5-lipoxygenase	ENSG00000012779	P09917
HGNC:436	ALOX5AP	arachidonate 5-lipoxygenase activating protein	ENSG00000132965	P20292
HGNC:429	ALOX12	arachidonate 12-lipoxygenase, 12S type	ENSG00000108839	P18054
HGNC:430	ALOX12B	arachidonate 12-lipoxygenase, 12R type	ENSG00000179477	O75342
HGNC:433	ALOX15	arachidonate 15-lipoxygenase	ENSG00000161905	P16050
HGNC:441	ALPG	alkaline phosphatase, germ cell	ENSG00000163286	P10696
HGNC:437	ALPI	alkaline phosphatase, intestinal	ENSG00000163295	P09923
HGNC:20917	ALPK1	alpha kinase 1	ENSG00000073331	Q96QP1
HGNC:20565	ALPK2	alpha kinase 2	ENSG00000198796	Q86TB3
HGNC:17574	ALPK3	alpha kinase 3	ENSG00000136383	Q96L96
HGNC:438	ALPL	alkaline phosphatase, biomineralization associated	ENSG00000162551	P05186
HGNC:439	ALPP	alkaline phosphatase, placental	ENSG00000163283	P05187
HGNC:443	ALS2	alsin Rho guanine nucleotide exchange factor ALS2	ENSG00000003393	Q96Q42
HGNC:20605	ALS2CL	ALS2 C-terminal like	ENSG00000178038	Q60I27
HGNC:1494	ALX1	ALX homeobox 1	ENSG00000180318	Q15699
HGNC:19071	ALYREF	Aly/REF export factor	ENSG00000183684	Q86V81
HGNC:451	AMACR	alpha-methylacyl-CoA racemase	ENSG00000242110	Q9UHK6
HGNC:453	AMBP	alpha-1-microglobulin/bikunin precursor	ENSG00000106927	P02760
HGNC:25990	AMBRA1	autophagy and beclin 1 regulator 1	ENSG00000110497	Q9C0C7
HGNC:457	AMD1	adenosylmethionine decarboxylase 1	ENSG00000123505	P17707
HGNC:28577	AMDHD1	amidohydrolase domain containing 1	ENSG00000139344	Q96NU7
HGNC:24262	AMDHD2	amidohydrolase domain containing 2	ENSG00000162066	Q9Y303
HGNC:26837	AMER1	APC membrane recruitment protein 1	ENSG00000184675	Q5JTC6
HGNC:26360	AMER2	APC membrane recruitment protein 2	ENSG00000165566	Q8N7J2
HGNC:26771	AMER3	APC membrane recruitment protein 3	ENSG00000178171	Q8N944
HGNC:463	AMFR	autocrine motility factor receptor	ENSG00000159461	Q9UKV5
HGNC:20824	AMIGO1	adhesion molecule with Ig like domain 1	ENSG00000181754	Q86WK6
HGNC:24073	AMIGO2	adhesion molecule with Ig like domain 2	ENSG00000139211	Q86SJ2
HGNC:24075	AMIGO3	adhesion molecule with Ig like domain 3	ENSG00000176020	Q86WK7
HGNC:467	AMMECR1	Alport syndrome, mental retardation, midface hypoplasia and elliptocytosis chromosomal region gene 1	ENSG00000101935	Q9Y4X0
HGNC:28658	AMMECR1L	AMMECR1 like	ENSG00000144233	Q6DCA0
HGNC:14604	AMN	amnion associated transmembrane protein	ENSG00000166126	Q9BXJ7
HGNC:27281	AMN1	antagonist of mitotic exit network 1 homolog	ENSG00000151743	Q8IY45
HGNC:17810	AMOT	angiomotin	ENSG00000126016	Q4VCS5
HGNC:17811	AMOTL1	angiomotin like 1	ENSG00000166025	Q8IY63
HGNC:468	AMPD1	adenosine monophosphate deaminase 1	ENSG00000116748	P23109
HGNC:469	AMPD2	adenosine monophosphate deaminase 2	ENSG00000116337	Q01433
HGNC:470	AMPD3	adenosine monophosphate deaminase 3	ENSG00000133805	Q01432
HGNC:471	AMPH	amphiphysin	ENSG00000078053	P49418
HGNC:473	AMT	aminomethyltransferase	ENSG00000145020	P48728
HGNC:33188	AMTN	amelotin	ENSG00000187689	Q6UX39
HGNC:474	AMY1A	amylase alpha 1A (salivary)	ENSG00000237763	P04745
HGNC:475	AMY1B	amylase alpha 1B (salivary)	ENSG00000174876	P04745
HGNC:476	AMY1C	amylase alpha 1C (salivary)	ENSG00000187733	P04745
HGNC:477	AMY2A	amylase alpha 2A (pancreatic)	ENSG00000243480	P04746
HGNC:478	AMY2B	amylase alpha 2B (pancreatic)	ENSG00000240038	P19961
HGNC:22231	AMZ1	archaelysin family metallopeptidase 1	ENSG00000174945	Q400G9
HGNC:28041	AMZ2	archaelysin family metallopeptidase 2	ENSG00000196704	Q86W34
HGNC:19988	ANAPC1	anaphase promoting complex subunit 1	ENSG00000153107	Q9H1A4
HGNC:19989	ANAPC2	anaphase promoting complex subunit 2	ENSG00000176248	Q9UJX6
HGNC:19990	ANAPC4	anaphase promoting complex subunit 4	ENSG00000053900	Q9UJX5
HGNC:15713	ANAPC5	anaphase promoting complex subunit 5	ENSG00000089053	Q9UJX4
HGNC:17380	ANAPC7	anaphase promoting complex subunit 7	ENSG00000196510	Q9UJX3
HGNC:24077	ANAPC10	anaphase promoting complex subunit 10	ENSG00000164162	Q9UM13
HGNC:14452	ANAPC11	anaphase promoting complex subunit 11	ENSG00000141552	Q9NYG5
HGNC:24540	ANAPC13	anaphase promoting complex subunit 13	ENSG00000129055	Q9BS18
HGNC:24531	ANAPC15	anaphase promoting complex subunit 15	ENSG00000110200	P60006
HGNC:26976	ANAPC16	anaphase promoting complex subunit 16	ENSG00000166295	Q96DE5
HGNC:19961	ANGEL1	angel homolog 1	ENSG00000013523	Q9UNK9
HGNC:30534	ANGEL2	angel homolog 2	ENSG00000174606	Q5VTE6
HGNC:484	ANGPT1	angiopoietin 1	ENSG00000154188	Q15389
HGNC:485	ANGPT2	angiopoietin 2	ENSG00000091879	O15123
HGNC:487	ANGPT4	angiopoietin 4	ENSG00000101280	Q9Y264
HGNC:489	ANGPTL1	angiopoietin like 1	ENSG00000116194	O95841
HGNC:490	ANGPTL2	angiopoietin like 2	ENSG00000136859	Q9UKU9
HGNC:491	ANGPTL3	angiopoietin like 3	ENSG00000132855	Q9Y5C1
HGNC:16039	ANGPTL4	angiopoietin like 4	ENSG00000167772	Q9BY76
HGNC:19705	ANGPTL5	angiopoietin like 5	ENSG00000187151	Q86XS5
HGNC:492	ANK1	ankyrin 1	ENSG00000029534	P16157
HGNC:493	ANK2	ankyrin 2	ENSG00000145362	Q01484
HGNC:494	ANK3	ankyrin 3	ENSG00000151150	Q12955
HGNC:26350	ANKAR	ankyrin and armadillo repeat containing	ENSG00000151687	Q7Z5J8
HGNC:28002	ANKDD1A	ankyrin repeat and death domain containing 1A	ENSG00000166839	Q495B1
HGNC:32525	ANKDD1B	ankyrin repeat and death domain containing 1B	ENSG00000189045	A6NHY2
HGNC:15803	ANKEF1	ankyrin repeat and EF-hand domain containing 1	ENSG00000132623	Q9NU02
HGNC:26766	ANKFN1	ankyrin repeat and fibronectin type III domain containing 1	ENSG00000153930	Q8N957
HGNC:20763	ANKFY1	ankyrin repeat and FYVE domain containing 1	ENSG00000185722	Q9P2R3
HGNC:24714	ANKHD1	ankyrin repeat and KH domain containing 1	ENSG00000131503	Q8IWZ3
HGNC:33530	ANKHD1-EIF4EBP3	ANKHD1-EIF4EBP3 readthrough	ENSG00000254996	
HGNC:22215	ANKIB1	ankyrin repeat and IBR domain containing 1	ENSG00000001629	Q9P2G1
HGNC:21027	ANKK1	ankyrin repeat and kinase domain containing 1	ENSG00000170209	Q8NFD2
HGNC:26812	ANKLE1	ankyrin repeat and LEM domain containing 1	ENSG00000160117	Q8NAG6
HGNC:29101	ANKLE2	ankyrin repeat and LEM domain containing 2	ENSG00000176915	Q86XL3
HGNC:20987	ANKMY1	ankyrin repeat and MYND domain containing 1	ENSG00000144504	Q9P2S6
HGNC:15819	ANKRD1	ankyrin repeat domain 1	ENSG00000148677	Q15327
HGNC:495	ANKRD2	ankyrin repeat domain 2	ENSG00000165887	Q9GZV1
HGNC:17280	ANKRD6	ankyrin repeat domain 6	ENSG00000135299	Q9Y2G4
HGNC:20096	ANKRD9	ankyrin repeat domain 9	ENSG00000156381	Q96BM1
HGNC:20265	ANKRD10	ankyrin repeat domain 10	ENSG00000088448	Q9NXR5
HGNC:21316	ANKRD11	ankyrin repeat domain 11	ENSG00000167522	Q6UB99
HGNC:29135	ANKRD12	ankyrin repeat domain 12	ENSG00000101745	Q6UB98
HGNC:21268	ANKRD13A	ankyrin repeat domain 13A	ENSG00000076513	Q8IZ07
HGNC:26363	ANKRD13B	ankyrin repeat domain 13B	ENSG00000198720	Q86YJ7
HGNC:25374	ANKRD13C	ankyrin repeat domain 13C	ENSG00000118454	Q8N6S4
HGNC:27880	ANKRD13D	ankyrin repeat domain 13D	ENSG00000172932	Q6ZTN6
HGNC:23471	ANKRD16	ankyrin repeat domain 16	ENSG00000134461	Q6P6B7
HGNC:23575	ANKRD17	ankyrin repeat domain 17	ENSG00000132466	O75179
HGNC:23643	ANKRD18A	ankyrin repeat domain 18A	ENSG00000180071	Q8IVF6
HGNC:23644	ANKRD18B	ankyrin repeat domain 18B	ENSG00000230453	A2A2Z9
HGNC:23665	ANKRD20A1	ankyrin repeat domain 20 family member A1	ENSG00000260691	Q5TYW2
HGNC:31979	ANKRD20A2	ankyrin repeat domain 20 family member A2	ENSG00000183148	Q5SQ80
HGNC:31981	ANKRD20A3	ankyrin repeat domain 20 family member A3	ENSG00000276203	Q5VUR7
HGNC:31982	ANKRD20A4	ankyrin repeat domain 20 family member A4	ENSG00000172014	Q4UJ75
HGNC:28321	ANKRD22	ankyrin repeat domain 22	ENSG00000152766	Q5VYY1
HGNC:24470	ANKRD23	ankyrin repeat domain 23	ENSG00000163126	Q86SG2
HGNC:29424	ANKRD24	ankyrin repeat domain 24	ENSG00000089847	Q8TF21
HGNC:29186	ANKRD26	ankyrin repeat domain 26	ENSG00000107890	Q9UPS8
HGNC:25310	ANKRD27	ankyrin repeat domain 27	ENSG00000105186	Q96NW4
